Difficulty,Time,Sum of HR,Hashrates,,,,,,,,,,,,,,
2979636.6169,8.8842,24007985448751.9000,,,3.11215E+12,,,,,8.89185E+11,5.9279E+11,,3.26034E+12,1.23004E+13,,,3.85313E+12
2979636.6169,9.4135,22657940647890.5000,,,3.10991E+12,,,,,1.629E+12,,,2.96182E+12,1.25877E+13,,,2.36946E+12
2979636.6169,8.8570,24081607334667.4000,,,3.7163E+12,,,,,1.48652E+12,1.48652E+11,,2.22978E+12,1.323E+13,,,3.27034E+12
2979636.6169,9.4074,22672633152247.6000,,,3.26012E+12,,,,,1.77825E+12,2.96374E+11,,3.26012E+12,1.1114E+13,,,2.96374E+12
2979636.6169,10.2981,20711637670663.5000,,,2.49715E+12,,,,,1.17513E+12,2.93782E+11,,2.64404E+12,1.16044E+13,,,2.49715E+12
2979636.6169,9.8039,21755681108148.3000,,,2.70071E+12,,,,,1.05027E+12,,,3.15082E+12,1.23032E+13,,,2.55067E+12
2979636.6169,8.6427,24678829017927.4000,,,3.37865E+12,,,,,2.05657E+12,2.93796E+11,,1.61588E+12,1.42491E+13,,,3.08485E+12
3249549.5845,10.8289,20608574247576.8000,,,3.09903E+12,,,,,1.23961E+12,,,2.01437E+12,1.23961E+13,,,1.85942E+12
3249549.5845,11.1194,20919535056362.6000,,,3.21839E+12,,,,,8.04598E+11,1.6092E+11,,2.57471E+12,1.17471E+13,,,2.41379E+12
3249549.5845,9.7444,23871224387861.3000,,,3.24779E+12,,,,,1.13672E+12,1.62389E+11,,4.05973E+12,1.21792E+13,,,3.0854E+12
3249549.5845,12.3407,18849097048158.2000,,,3.06096E+12,,,,,1.44993E+12,1.61103E+11,,1.61103E+12,1.0955E+13,,,1.61103E+12
3249549.5845,11.7475,19800894518519.8000,,,3.40835E+12,,,,,1.78533E+12,,,1.94763E+12,1.02251E+13,,,2.43454E+12
3249549.5845,10.8053,21527640416460.1000,,,3.07538E+12,,,,,1.2949E+12,,,2.58979E+12,1.24634E+13,,,2.10421E+12
3249549.5845,9.2218,25224226630445.4000,,,3.69527E+12,,,,,8.03319E+11,3.21328E+11,,3.37394E+12,1.42991E+13,,,2.73129E+12
3249549.5845,11.9273,19502515385306.4000,,,4.02945E+12,,,,,8.05889E+11,4.83533E+11,,1.93413E+12,9.99302E+12,,,2.25649E+12
3249549.5845,10.8963,21347759987920.9000,,,3.2592E+12,,,,,1.30368E+12,1.6296E+11,,3.09624E+12,9.61464E+12,,,3.91104E+12
3249549.5845,13.0362,17843548453984.9000,,,2.57204E+12,,,,,1.28602E+12,,,2.25054E+12,9.48441E+12,,,2.25054E+12
3249549.5845,11.8972,19551737933225.9000,,,2.42377E+12,,,,,1.61585E+12,,,2.58535E+12,1.03414E+13,,,2.58535E+12
3249549.5845,9.1560,25405529669671.2000,,,3.79433E+12,,,,,1.97965E+12,8.24855E+11,,3.29942E+12,1.33626E+13,,,2.14462E+12
3249549.5845,11.3863,20429128561960.3000,,,2.9858E+12,,,,,1.72862E+12,,,2.51435E+12,1.13146E+13,,,1.88577E+12
3249549.5845,10.9035,21333614495316.9000,,,4.04046E+12,,,,,8.08091E+11,,,1.7778E+12,1.2283E+13,,,2.42427E+12
3249549.5845,10.0041,23251762869934.9000,,,2.58353E+12,,,,,9.68823E+11,1.61471E+11,,3.06794E+12,1.30791E+13,,,3.39088E+12
3249549.5845,11.3509,20099282203375.2000,,,5.10458E+12,,,,,1.91422E+12,3.19036E+11,,2.39277E+12,8.13542E+12,,,2.23325E+12
2968775.3321,9.2728,22918019907454.4000,,,4.2604E+12,,,,,2.64439E+12,1.4691E+11,,1.4691E+12,1.17528E+13,,,2.64439E+12
2968775.3321,10.5225,20196064923746.4000,,,1.769E+12,,,,,1.17933E+12,4.4225E+11,,2.80091E+12,1.17933E+13,,,2.21125E+12
2968775.3321,9.1040,23342960602580.5000,,,4.7883E+12,,,,,7.48172E+11,4.48903E+11,,2.84305E+12,1.21204E+13,,,2.39415E+12
2968775.3321,9.5821,22178101884782.7000,,,3.96562E+12,,,,,1.46875E+12,1.46875E+11,,2.9375E+12,1.11625E+13,,,2.49687E+12
2968775.3321,9.8879,21492318230312.6000,,,1.90068E+12,,,,,1.46206E+12,1.46206E+11,,2.19309E+12,1.38896E+13,,,1.90068E+12
2968775.3321,9.0852,23391060836761.1000,,,4.14525E+12,,,,,1.62849E+12,2.96089E+11,,4.73743E+12,1.11034E+13,,,1.48045E+12
2968775.3321,9.4469,22495431695702.3000,,,3.08761E+12,,,,,8.82174E+11,,,2.20543E+12,1.41148E+13,,,2.20543E+12
2968775.3321,7.4652,28467188466502.6000,,,5.16244E+12,,,,,1.91748E+12,4.42495E+11,,5.01495E+12,1.34224E+13,,,2.50747E+12
2968775.3321,9.7459,21805355636801.1000,,,3.26339E+12,,,,,1.48336E+12,1.48336E+11,,3.11505E+12,1.08285E+13,,,2.96672E+12
2968775.3321,9.4341,22526081899964.1000,,,3.5335E+12,,,,,1.17783E+12,4.41688E+11,,3.09182E+12,1.06005E+13,,,3.68073E+12
2968775.3321,7.7572,27395720118294.0000,,,5.44969E+12,,,,,1.91475E+12,4.41866E+11,,1.91475E+12,1.51707E+13,,,2.50391E+12
2968775.3321,8.7399,24315182910793.7000,,,3.26179E+12,,,,,1.92742E+12,1.48263E+11,,3.70658E+12,1.20093E+13,,,3.26179E+12
