Difficulty,Time,Sum of HR,Hashrates,,,,,,,,,,,,,,
1180923195.2580,7.0905,11922138133739400.0000,,,3.66388E+15,,,,,4.07097E+14,1.68655E+15,1.27945E+15,6.97881E+14,1.04682E+15,,2.73337E+15,4.07097E+14
1418481395.2626,10.7501,9362731522879580.0000,,,2.30575E+15,,,,,6.98711E+13,1.53716E+15,6.98711E+14,6.98711E+14,1.11794E+15,,2.44549E+15,4.89098E+14
1418481395.2626,8.9417,11355630823305200.0000,,,2.46862E+15,,7.05319E+13,,,2.82127E+14,1.12851E+15,1.34011E+15,6.34787E+14,1.48117E+15,,3.59713E+15,3.52659E+14
1418481395.2626,10.2161,9939125047113000.0000,,,3.10157E+15,,,,,1.4098E+14,7.75393E+14,7.04902E+14,7.75393E+14,1.19833E+15,,2.96059E+15,2.81961E+14
1418481395.2626,7.4399,13647885438970100.0000,,,4.03072E+15,,,,,4.24287E+14,1.34357E+15,1.06072E+15,5.65715E+14,1.41429E+15,,4.10144E+15,7.07144E+14
1418481395.2626,7.6353,13298598799326000.0000,,,3.78939E+15,,,,,3.57489E+14,1.28696E+15,7.86476E+14,3.57489E+14,1.50145E+15,,4.86185E+15,3.57489E+14
1418481395.2626,8.1690,12429746099554300.0000,,,2.66853E+15,,7.02246E+13,,,4.21347E+14,1.47472E+15,1.26404E+15,4.21347E+14,1.33427E+15,,4.49437E+15,2.80898E+14
1418481395.2626,7.5026,13533838882470400.0000,,,2.66469E+15,,,,,4.20741E+14,1.82321E+15,9.11606E+14,7.01235E+14,1.40247E+15,,5.25926E+15,3.50618E+14
1418481395.2626,6.9833,14540169934695600.0000,,,2.38824E+15,,,,,4.91697E+14,1.47509E+15,1.68582E+15,7.72666E+14,1.26436E+15,,5.75987E+15,7.02424E+14
1418481395.2626,7.5777,13399660498379300.0000,,,2.72293E+15,,7.16559E+13,,,,2.22133E+15,1.50477E+15,7.16559E+14,1.57643E+15,,4.2277E+15,3.5828E+14
1418481395.2626,6.8887,14739850602017000.0000,,,3.50949E+15,,,,,6.31708E+14,1.61436E+15,1.47399E+15,6.31708E+14,1.82493E+15,,4.70271E+15,3.50949E+14
1418481395.2626,7.0555,14391497779798400.0000,6.95241E+13,,3.26763E+15,,,,,5.56193E+14,1.7381E+15,1.7381E+15,5.56193E+14,1.25143E+15,,4.93621E+15,2.78097E+14
1789546951.0532,8.3421,14847219163842800.0000,,,2.6356E+15,,,,,6.14974E+14,1.75707E+15,2.10848E+15,8.78534E+14,1.22995E+15,,5.44691E+15,1.75707E+14
1789546951.0532,9.0516,14152206041777800.0000,,,2.88286E+15,,,,,4.36796E+14,1.39775E+15,2.09662E+15,5.24156E+14,1.57247E+15,,4.80476E+15,4.36796E+14
1789546951.0532,7.8304,16359341983795500.0000,,,3.55638E+15,,,,,2.66728E+14,1.8671E+15,2.22274E+15,6.22366E+14,2.04492E+15,,5.6013E+15,1.77819E+14
1789546951.0532,7.7747,16476650267611300.0000,,,3.91877E+15,,,,,4.45315E+14,1.42501E+15,2.4047E+15,1.15782E+15,1.42501E+15,,5.34378E+15,3.56252E+14
1789546951.0532,9.4876,13501900397256200.0000,,,3.37548E+15,,,,,3.55313E+14,1.68774E+15,1.86539E+15,5.3297E+14,1.42125E+15,,3.90844E+15,3.55313E+14
1789546951.0532,8.2652,15498753485622200.0000,,,3.83015E+15,,,,,8.90733E+13,2.04869E+15,2.22683E+15,2.6722E+14,1.24703E+15,,5.78976E+15,
1789546951.0532,8.5402,14999673333953500.0000,8.87555E+13,,3.72773E+15,,,,,4.43777E+14,7.98799E+14,1.95262E+15,5.32533E+14,2.13013E+15,,5.23657E+15,8.87555E+13
1789546951.0532,7.3415,17448965571207700.0000,8.94819E+13,,4.38461E+15,,,,,1.78964E+14,1.87912E+15,1.61067E+15,1.16326E+15,1.78964E+15,,5.72684E+15,6.26373E+14
1789546951.0532,8.6525,14805040375096200.0000,,,3.74585E+15,,,,,1.78374E+14,1.60537E+15,1.96211E+15,7.13496E+14,1.96211E+15,,4.54854E+15,8.9187E+13
1789546951.0532,7.5251,17023160503069500.0000,,,3.90114E+15,,,,,3.54649E+14,2.1279E+15,1.4186E+15,6.20636E+14,2.57121E+15,,5.67439E+15,3.54649E+14
